matchId,delivery,ball,batter,batterId,rightHandedBat,nonStriker,nonStrikerId,bowler,bowlerId,rightArmedBowl,bowlingStyle,ballSpeed,dismissalDetails,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
679,2.3.2,2,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,38.118,,0,0,0,,-0.473,13.047,-0.244,1.865,5,5
679,2.3.3,3,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,38.276,,0,0,0,,-0.205,6.28,-0.098,0.637,39,52
679,2.3.4,4,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,38.068,,1,1,1,,-0.385,5.191,-0.364,0.547,19,21
679,2.3.5,5,Johan Botha,224,FALSE,Unmukt Chand,60,Mohit Sharma,1107,FALSE,SEAM,37.975,,0,0,0,,-0.218,8,-0.093,0.728,44,39
679,2.3.6,6,Johan Botha,224,FALSE,Unmukt Chand,60,Mohit Sharma,1107,FALSE,SEAM,37.994,,0,0,0,,-0.32,3.728,-0.325,0.392,5,5
679,2.4.1,1,Unmukt Chand,60,FALSE,Johan Botha,224,Jason Holder,1075,TRUE,MEDIUM_SEAM,37.596,,0,0,0,,-0.454,9.849,-0.068,1.16,34,37
679,2.4.2,2,Unmukt Chand,60,FALSE,Johan Botha,224,Jason Holder,1075,TRUE,MEDIUM_SEAM,38.068,,1,1,1,,-0.353,9.83,0.289,1.135,64,23
679,2.4.3,3,Johan Botha,224,FALSE,Unmukt Chand,60,Jason Holder,1075,TRUE,MEDIUM_SEAM,37.278,,0,0,0,,-0.74,7.339,-0.843,0.958,5,5
679,2.4.4,4,Johan Botha,224,FALSE,Unmukt Chand,60,Jason Holder,1075,TRUE,MEDIUM_SEAM,37.228,,6,6,6,,-0.593,7.613,-0.361,0.965,81,85
679,2.4.5,5,Johan Botha,224,FALSE,Unmukt Chand,60,Jason Holder,1075,TRUE,MEDIUM_SEAM,37.744,,0,0,0,,-0.599,9.173,-0.296,1.065,32,26
679,2.4.6,6,Johan Botha,224,FALSE,Unmukt Chand,60,Jason Holder,1075,TRUE,MEDIUM_SEAM,38.348,,4,4,4,,-0.563,6.416,-0.349,0.655,38,92
679,2.5.1,1,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,37.453,,6,6,6,,-0.321,9.729,-0.198,0.912,86,85
679,2.5.2,2,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,35.473,,0,0,0,,-0.121,3.437,-0.065,0.39,34,41
679,2.5.3,3,Unmukt Chand,60,FALSE,Johan Botha,224,Mohit Sharma,1107,FALSE,SEAM,37.017,,0,0,0,,-0.341,8.666,-0.195,0.81,37,24
